input.sentences,output.sentences,persona.age
"['this is a picture of two men .', 'this is a picture of a boat .', 'this is a picture of two friends .', 'this is a picture of three men .', 'this is a picture of a man wearing orange .']","['The picture was of two men.', 'They took the picture when they were on their boat.', 'In the picture, two of their friends were drinking coffee.', 'There was another picture; this time, it was of three men.', 'What the man was wearing in the last picture was an orange jacket.']",25-34
"['i was heading to work yesterday .', 'i spied a strange old man following me .', 'i tried to lose him in the market .', 'i think it worked .', ""i did n't see him again .""]","['He had found an antique film.', 'He placed it in his coat as he left the store.', 'He waited for the train.', 'He got off the train and walked home.', 'The film mesmerized him as he watched it.']",35-44
"['this store was our favorite .', 'we loved the ancient selection .', 'the tribal tools and jewels were beautiful .', 'we admired the artifacts .', 'the mementos on display touched our hearts .']","['Relics donated to the musuem.', ""These had a significant meaning to it's people."", 'These were hand made and took a month to complete.', 'These were used for religious purposes.', 'These were found on walking trails near here.']",35-44
"['the families gathered for the funeral services', ""there were even camera 's capturing the event"", 'many paid tribute to the person', 'and grieved over the loss of a loved one', 'they gave one final salute to the person']","['There was a military funeral in the city downtown earlier today.', 'There was a massive turnout for the fallen solider: members of the community, NAACP, ACLU and alumni of HBCUs.', ""I heard the flowers will be donated to charity by the soldier's family."", 'The family of the fallen solider decided not to get a headstone; they chose a plot marker.', 'The Navy gave a wonderful send off: I heard they preformed a 21 gun salute.']",25-34
"['a group is touring the city and they do it from a blue bus .', 'the bus drives down the road .', 'it starts to become nighttime .', 'the group explores the businesses on the strip .', 'finally they arrive at their hotel room for the night .']","['this is a food truck', 'these are a row of aprtment buildings', 'this is the city and holiday sesson', 'this is a clean lit up corner store', 'this is inside of motel']",18-24
"['all of the speakers were called up to speak .', 'this man went first | telling a story about his snow globe .', 'this man went second | also telling a story about his own snow globe .', ""this woman went last . she did n't have a snow globe and was explaining why ."", 'everyone left at the end .']","['The man who was speaking was very serious about the subject.', 'There were many speakers at the event.', 'Some of the people were given awards for their part in the event.', 'There were women as well as men on stage.', 'This is a cool table in the middle of the room.']",45-54
"['she was a little nervous about the first day of school .', 'she saw the bus driving up her road | and told mom .', 'she felt like such a big girl with her new backpack .', 'the bus steps were very high | but she knew she could do it .', 'at the last minute she remembered to say goodbye to mom .']","['Her dress is pink', 'she also likes the backpack', 'she looks like dora', 'then she gets on the bus', 'she goes to school']",18-24
"['the band was on the stage . their song put us in some sort of trance .', 'it was strange . the more the song played | the less i knew what was going on .', 'one of the band members just stood there | watching us .', 'i thought i was wielding a sword | and the man looked like an orc . this trance was messing with my mind .', 'we crossed swords | but i won . then the trance was over and i had realized what i done .']","['trance music on stage.', 'Song played by strange looking people.', 'Girl stood still watching a band', 'A couple wielding swords as trance.', ""A couple having fun as the man realizes the sword wasn't real.""]",25-34
"[""i drove for hours to my friend 's house yesterday ."", ""it 's a beautiful place ."", 'it is very well kept .', 'the yard is amazing .', 'i had a great time there .']","['Camped at this site on Sunday.', 'It rained so we came inside to this lovely cabin.', 'The cabin actually was better than some hotels.', 'At least we got to park our car under the carport,when it rained', ""Beautiful scenery,even if sleeping outside didn't work out.""]",55-74
"['[male] is at a bike place doing bike business .', '[male] is having a seat while his bike gets fixed .', '[male] finally finds his bike parked with the others .', 'he wants to leave but people are in his way .', 'this guy gives [male] a weird look and [male] wants to knock him out .']","['This man, brings his bike with him inside a business', 'They way this man is seated, he is fixed position.', 'All the men, where finally able to park outside, after the party.', 'Shortly after the party started they all had to leave on bikes.', 'Some weird man knocking on the door scared the people away.']",25-34
